wordStem,wordFunction,value,pos
besiegen,VAL,-0.4,VERB
selig,VAL,0.6,ADJ
Schlag,VAL,-0.2,NOUN
schlagen,VAL,-0.2,VERB
Schönheit,VAL,0.6,NOUN
schön,VAL,0.6,ADJ
verschönern,VAL,0.6,VERB
verniedlichen,VAL,-0.4,VERB
verharmlosen,VAL,-0.4,VERB
lieben,VAL,0.6,VERB
profitieren,VAL,0.4,VERB
berauben,VAL,-0.4,VERB
trauern,VAL,-0.4,VERB
gut,VAL,0.6,ADJ
verraten,VAL,-0.6,VERB
voreingenommen,VAL,-0.2,ADJ
parteiisch,VAL,-0.4,ADJ
groß,VAL,0.2,ADJ
bitter,VAL,-0.4,ADJ
verbittern,VAL,-0.4,VERB
bizarr,VAL,-0.4,ADJ
tadeln,VAL,-0.4,VERB
segnen,VAL,0.4,VERB
blind,VAL,-0.2,ADJ
Glückseligkeit,VAL,0.6,NOUN
glückselig,VAL,0.6,ADJ
fröhlich,VAL,0.4,ADJ
blockieren,VAL,-0.2,VERB
Blockbuster,VAL,0.6,NOUN
blutig,VAL,-0.6,ADJ
verschwimmen,VAL,-0.4,ADJ
prahlerisch,VAL,-0.4,ADJ
frech,VAL,0.4,ADJ
Bombe,VAL,-0.6,NOUN
verstärken,VAL,0.2,VERB
boosten,VAL,0.2,VERB
Ankurbelung,VAL,0.2,NOUN
bohren,VAL,-0.4,VERB
langweilig,VAL,-0.6,ADJ
stören,VAL,-0.4,VERB
belästigen,VAL,-0.4,VERB
lästig,VAL,-0.4,ADJ
boykottieren,VAL,-0.4,VERB
boykottiert,VAL,-0.4,VERB
Gehirnwäsche,VAL,-0.6,NOUN
mutig,VAL,0.4,ADJ
bahnbrechend,VAL,0.6,ADJ
atemberaubend,VAL,1.0,ADJ
Bestechung,VAL,-0.6,NOUN
strahlen,VAL,0.2,VERB
strahlend,VAL,0.2,ADJ
Helligkeit,VAL,0.2,NOUN
brillant,VAL,0.8,ADJ
lebhaft,VAL,0.4,ADJ
kaputt,VAL,-0.2,ADJ
brechen,VAL,-0.2,VERB
grüblerisch,VAL,-0.4,ADJ
schikanieren,VAL,-0.4,VERB
Blödsinn,VAL,-0.8,NOUN
Miesepeter,VAL,-0.4,NOUN
aufmuntern,VAL,0.4,VERB
belasten,VAL,-0.4,VERB
beruhigen,VAL,0.4,VERB
abbrechen,VAL,-0.2,VERB
annullieren,VAL,-0.2,VERB
Krebs,VAL,-0.2,NOUN
fähig,VAL,0.2,ADJ
fesseln,VAL,0.6,VERB
Pflege,VAL,0.4,NOUN
sorglos,VAL,0.2,ADJ
vorsichtig,VAL,0.4,ADJ
abkassieren,VAL,-0.4,VERB
Katastrophe,VAL,-0.4,NOUN
katastrophal,VAL,-0.8,ADJ
zurückhalten,VAL,-0.2,VERB
zuruückhaltend,VAL,-0.2,ADJ
feiern,VAL,0.6,VERB
zensieren,VAL,-0.4,VERB
bestimmen,VAL,0.2,VERB
Herausforderung,VAL,-0.2,NOUN
Chance,VAL,0.4,NOUN
chaotisch,VAL,-0.4,ADJ
aufladen,VAL,-0.6,VERB
Ladung,VAL,-0.4,NOUN
Charme,VAL,0.6,NOUN
charmant,VAL,0.6,ADJ
reizlos,VAL,-0.6,ADJ
züchtigen,VAL,-0.6,VERB
schummeln,VAL,-0.6,VERB
beschummelt,VAL,-0.6,ADJ
bejubeln,VAL,0.4,VERB
jubeln,VAL,0.4,VERB
freudlos,VAL,-0.4,ADJ
anfeuern,VAL,0.4,VERB
heiter,VAL,0.4,ADJ
wertgeschätzt,VAL,0.4,ADJ
wertschätzen,VAL,0.4,VERB
schicken,VAL,0.4,VERB
kindisch,VAL,-0.4,ADJ
chillen,VAL,-0.2,VERB
würgen,VAL,-0.4,VERB
drosseln,VAL,-0.4,VERB
klären,VAL,0.4,VERB
Klarheit,VAL,0.4,NOUN
Zusammenprall,VAL,-0.4,NOUN
stilvoll,VAL,0.6,ADJ
sauber,VAL,0.4,ADJ
klar,VAL,0.2,ADJ
klug,VAL,0.4,ADJ
trüben,VAL,-0.2,VERB
ahnungslos,VAL,-0.4,ADJ
Schwanz,VAL,-1.0,NOUN
Schwanzlutscher,VAL,-1.0,NOUN
einbilden,VAL,-0.4,VERB
nötigen,VAL,-0.4,VERB
Nötigung,VAL,-0.4,NOUN
zusammenbrechen,VAL,-0.4,VERB
kollabieren,VAL,-0.4,VERB
kollidiert,VAL,-0.2,VERB
Zusammenstoß,VAL,-0.4,NOUN
Kollisionen,VAL,-0.4,NOUN
kollidieren,VAL,-0.6,VERB
bekämpfen,VAL,-0.2,VERB
Kampf,VAL,-0.2,NOUN
Komödie,VAL,0.2,NOUN
Bequemlichkeit,VAL,0.4,NOUN
gemütlich,VAL,0.4,ADJ
trösten,VAL,0.4,VERB
loben,VAL,0.4,VERB
verpflichten,VAL,0.2,VERB
Bekenntnis,VAL,0.2,NOUN
barmherzig,VAL,0.4,ADJ
zwingen,VAL,0.2,VERB
kompetent,VAL,0.4,ADJ
wettbewerbsfähig,VAL,0.4,ADJ
selbstgefällig,VAL,-0.4,ADJ
beschweren,VAL,-0.4,VERB
umfassen,VAL,0.4,VERB
geschlichtet,VAL,0.4,ADJ
schlichten,VAL,0.4,VERB
schlicht,VAL,0.4,ADJ
versöhnlich,VAL,0.4,ADJ
verurteilen,VAL,-0.4,VERB
Verurteilung,VAL,-0.4,NOUN
Vertrauen,VAL,0.4,NOUN
zuversichtlich,VAL,0.4,ADJ
Konflikt,VAL,-0.4,NOUN
widersprüchlich,VAL,-0.4,ADJ
konfliktreich,VAL,-0.4,ADJ
verwirren,VAL,-0.4,VERB
gratulieren,VAL,0.4,VERB
Gratulation,VAL,0.4,NOUN
Konspiration,VAL,-0.6,NOUN
Ansteckung,VAL,-0.4,NOUN
anstecken,VAL,-0.2,VERB
ansteckend,VAl,-0.2,ADJ
Verachtung,VAL,-0.4,NOUN
verächtlich,VAL,-0.4,ADJ
bestreiten,VAL,-0.2,VERB
streiten,VAL,-0.2,VERB
umstritten,VAL,-0.4,ADJ
anfechtbar,VAL,-0.4,ADJ
überzeugen,VAL,0.2,VERB
gesellig,VAL,0.4,ADJ
cool,VAL,0.2,ADJ
Leiche,VAL,-0.6,NOUN
kostspielig,VAL,-0.4,ADJ
höflich,VAL,0.4,ADJ
Höflichkeit,VAL,0.4,NOUN
Vertuschung,VAL,-0.6,NOUN
feige,VAL,-0.4,ADJ
Gemütlichkeit,VAL,0.4,NOUN
Krampf,VAL,-0.2,NOUN
Kacke,VAL,-0.6,NOUN
Absturz,VAL,-0.4,NOUN
verrückt,VAL,-0.4,ADJ
verrücken,VAL,-0.4,ADJ
kreativ,VAL,0.4,ADJ
knicken,VAL,-0.4,VERB
weinen,VAL,-0.4,VERB
Verbrechen,VAL,-0.6,NOUN
kriminell,VAL,-0.6,ADJ
Verbrecher,VAL,-0.6,NOUN
Krise,VAL,-0.6,NOUN
Kritik,VAL,-0.4,NOUN
kritisieren,VAL,-0.4,VERB
grausam,VAL,-0.6,ADJ
Grausamkeit,VAL,-0.6,NOUN
zermalmen,VAL,-0.2,VERB
zerquetschen,VAL,-0.4,VERB
Fotze,VAL,-1.0,NOUN
neugierig,VAL,0.2,ADJ
verfluchen,VAL,-0.2,VERB
schneiden,VAL,-0.2,VERB
niedlich,VAL,0.4,ADJ
zynisch,VAL,-0.4,ADJ
Schaden,VAL,-0.6,NOUN
verdammen,VAL,-0.8,VERB
Gefahr,VAL,-0.4,NOUN
tollkühn,VAL,0.4,ADJ
waghalsig,VAL,0.4,ADJ
dunkel,VAL,-0.4,ADJ
Finsternis,VAL,-0.2,NOUN
unerschrocken,VAL,0.4,ADJ
tot,VAL,-0.6,ADJ
Sackgasse,VAL,-0.4,NOUN
ohrenbetäubend,VAL,-0.2,ADJ
Tod,VAL,-0.4,NOUN
Schuld,VAL,-0.4,NOUN
Betrug,VAL,-0.6,NOUN
betrügerisch,VAL,-0.6,ADJ
täuschen,VAL,-0.6,VERB
betrügen,VAL,-0.6,VERB
Täuschung,VAL,-0.6,NOUN
entschließen,VAL,0.2,VERB
widmen,VAL,0.4,VERB
defekt,VAL,-0.6,ADJ
Mangel,VAL,-0.6,NOUN
Verteidiger,VAL,0.4,NOUN
wehrlos,VAL,-0.4,ADJ
aufschieben,VAL,-0.2,VERB
trotzig,VAL,-0.2,ADJ
Defizit,VAL,-0.4,NOUN
degradieren,VAL,-0.4,VERB
erniedrigen,VAL,-0.4,VERB
entmenschlichen,VAL,-0.4,VERB
entmenschlicht,VAL,-0.4,ADJ
entmutigen,VAL,-0.4,VERB
verzögern,VAL,-0.2,VERB
erfreuen,VAL,0.6,VERB
fordern,VAL,-0.2,VERB
Demonstration,VAL,-0.2,NOUN
demoralisierend,VAL,-0.4,ADJ
demoralisieren,VAL,-0.4,VERB
verweigern,VAL,-0.4,VERB
Leugner,VAL,-0.4,NOUN
Verweigerer,VAL,-0.4,NOUN
leugnen,VAL,-0.4,VERB
denunzieren,VAL,-0.4,VERB
deprimieren,VAL,-0.4,VERB
entgleisen,VAL,-0.4,VERB
Spott,VAL,-0.4,NOUN
begehren,VAL,0.4,VERB
wünschen,VAL,0.2,VERB
verzweifeln,VAL,-0.6,VERB
verzagen,VAL,-0.6,VERB
zerstören,VAL,-0.6,VERB
vernichten,VAL,-0.6,VERB
loslösen,VAL,-0.2,VERB
aufhalten,VAL,-0.4,VERB
festnehmen,VAL,-0.4,VERB
festhalten,VAL,-0.4,VERB
verwüsten,VAL,-0.4,VERB
verheeren,VAL,-0.4,VERB
hingebungsvoll,VAL,0.6,ADJ
Diamanten,VAL,0.2,NOUN
Schwachkopf,VAL,-0.8,NOUN
sterben,VAL,-0.6,VERB
schwierig,VAL,-0.2,ADJ
schüchtern,VAL,-0.4,ADJ
Dilemma,VAL,-0.2,NOUN
Dummkopf,VAL,-0.8,NOUN
schlimm,VAL,-0.6,ADJ
grässlich,VAL,-0.6,ADJ
schmutzig,VAL,-0.4,ADJ
behindern,VAL,-0.2,VERB
behindert,VAL,-0.6,ADJ
benachteiligen,VAL,-0.4,VERB
verschwinden,VAL,-0.2,VERB
enttäuschen,VAL,-0.4,VERB
Enttäuschung,VAL,-0.4,NOUN
ungläubig,VAL,-0.4,ADJ
ablegen,VAL,-0.2,VERB
verwerfen,VAL,-0.2,VERB
unzufrieden,VAL,-0.4,ADJ
Zwietracht,VAL,-0.4,NOUN
ablehnen,VAL,-0.2,VERB
diskreditieren,VAL,-0.4,VERB
verschmähen,VAL,-0.4,VERB
verkleiden,VAL,-0.2,VERB
Verkleidung,VAL,-0.2,NOUN
anwidern,VAL,-0.6,VERB
unehrlich,VAL,-0.4,ADJ
desillusionieren,VAL,-0.4,VERB
abneigen,VAL,-0.4,VERB
unzusammenhängend,VAL,-0.4,ADJ
Abneigung,VAL,-0.4,NOUN
düster,VAL,-0.4,ADJ
bestürzen,VAL,-0.4,VERB
Unordnung,VAL,-0.4,NOUN
desorganisiert,VAL,-0.4,ADJ
desorientiert,VAL,-0.4,ADJ
verunglimpfen,VAL,-0.4,VERB
herabsetzen,VAL,-0.4,ADJ
strittig,VAL,-0.4,ADJ
disqualifizieren,VAL,-0.4,VERB
missachten,VAL,-0.4,VERB
missachtet,VAL,-0.4,ADJ
Missachtung,VAL,-0.4,NOUN
Unterbrechung,VAL,-0.4,NOUN
verzerren,VAL,-0.4,VERB
ablenken,VAL,-0.4,VERB
misstrauisch,VAL,-0.6,ADJ
schwankend,VAL,-0.4,ADJ
schwanken,VAL,-0.4,VERB
schwindeln,VAL,-0.2,VERB
ausweichen,VAL,-0.4,VERB
wackelig,VAL,-0.4,ADJ
trübselig,VAL,-0.4,ADJ
Verhängnis,VAL,-0.4,NOUN
zweifeln,VAL,-0.2,VERB
bezweifeln,VAL,-0.2,VERB
zweifelhaft,VAL,-0.2,ADJ
Trottel,VAL,-0.8,NOUN
niederschlagen,VAL,-0.4,VERB
ziehen,VAL,-0.2,VERB
schleppen,VAL,-0.2,VERB
auslaugen,VAL,-0.4,VERB
träumen,VAL,0.2,VERB
trostlos,VAL,-0.4,ADJ
schlaff,VAL,-0.4,ADJ
ertrinken,VAL,-0.4,VERB
betrinken,VAL,-0.4,VERB
betrunken,VAL,-0.4,ADJ
dubios,VAL,-0.4,ADJ
Blindgänger,VAL,-0.4,NOUN
stumpf,VAL,-0.4,ADJ
dumm,VAL,-0.6,ADJ
Dumpfbacke,VAL,-0.6,NOUN
abservieren,VAL,-0.2,VERB
Duplikat,VAL,-0.4,NOUN
dupliziert,VAL,-0.4,VERB
Dysfunktion,VAL,-0.4,NOUN
ernsthaft,VAL,0.4,ADJ
leicht,VAL,0.4,ADJ
ekstatisch,VAL,0.8,ADJ
unheimlich,VAL,-0.4,ADJ
wirksam,VAL,0.4,ADJ
beschwingt,VAL,0.6,ADJ
beschwingen,VAL,0.4,VERB
Hochgefühl,VAL,0.6,NOUN
elegant,VAL,0.4,ADJ
blamieren,VAL,-0.4,VERB
umarmen,VAL,0.2,VERB
Notfall,VAL,-0.4,NOUN
einfühlsam,VAL,0.4,ADJ
leeren,VAL,-0.2,VERB
verzaubern,VAL,0.4,VERB
ermutigen,VAL,0.4,VERB
Ermutigung,VAL,0.4,NOUN
billigen,VAL,0.4,VERB
Befürwortung,VAL,0.4,NOUN
Gegner,VAL,-0.4,NOUN
energisch,VAL,0.4,ADJ
engagieren,VAL,0.2,VERB
vertiefen,VAL,0.2,VERB
genießen,VAL,0.4,VERB
aufklären,VAL,0.4,VERB
erleuchtet,VAL,0.4,ADJ
erzürnen,VAL,-0.4,VERB
erzürnt,VAL,-0.4,ADV
entrücken,VAL,0.6,VERB
versklaven,VAL,-0.8,VERB
sichern,VAL,0.2,VERB
sicherstellen,VAL,0.2,VERB
unternehmungslustig,VAL,0.2,ADJ
unterhaltend,VAL,0.4,ADJ
begeisternd,VAL,0.6,ADJ
begeistern,VAL,0.6,VERB
betrauen,VAL,0.2,VERB
anvertrauen,VAL,0.4,VERB
beneiden,VAL,-0.2,VERB
neidisch,VAL,-0.4,ADJ
irrtümlich,VAL,-0.4,ADJ
Fehler,VAL,-0.4,NOUN
entkommen,VAL,-0.2,VERB
hochschätzen,VAL,0.4,VERB
ethisch,VAL,0.4,ADJ
Euphorie,VAL,0.6,NOUN
euphorisch,VAL,0.8,ADJ
Vertreibung,VAL,-0.2,NOUN
böse,VAL,-0.6,ADJ
Übertreibung,VAL,-0.4,NOUN
übertreiben,VAL,-0.4,VERB
hervorragen,VAL,0.6,VERB
hervorragend,VAL,0.6,ADJ
auszeichnen,VAL,0.6,VERB
erregen,VAL,0.6,VERB
aufregen,VAL,0.6,VERB
Aufregung,VAL,0.6,NOUN
ausschließen,VAL,-0.2,VERB
Ausschluss,VAL,-0.2,NOUN
freistellen,VAL,-0.2,VERB
erschöpfen,VAL,-0.4,VERB
erheitern,VAL,0.6,VERB
entlasten,VAL,0.4,VERB
erweitern,VAL,0.2,VERB
vertreiben,VAL,-0.4,VERB
ausnutzen,VAL,-0.4,VERB
ausbeuten,VAL,-0.4,VERB
Erkundung,VAL,0.2,NOUN
aussetzen,VAL,-0.2,VERB
aufdecken,VAL,-0.2,VERB
exponieren,VAL,-0.2,VERB
überschwänglich,VAL,0.8,ADJ
fabelhaft,VAL,0.8,ADJ
fad,VAL,-0.4,ADJ
Schwuchtel,VAL,-0.8,NOUN
durchfallen,VAL,-0.4,VERB
versagen,VAL,-0.4,VERB
Durchfall,VAL,-0.4,NOUN
kleinmütig,VAL,-0.4,ADJ
gerecht,VAL,0.4,ADJ
Glaube,VAL,0.2,NOUN
treu,VAL,0.6,ADJ
Fälschung,VAL,-0.6,NOUN
vortäuschen,VAL,-0.6,VERB
fälschen,VAL,-0.6,VERB
fallen,VAL,-0.4,VERB
Ruhm,VAL,0.2,NOUN
Fan,VAL,0.6,NOUN
fantastisch,VAL,0.8,ADJ
Farce,VAL,-0.2,NOUN
faszinieren,VAL,0.6,VERB
faschistisch,VAL,-0.8,ADJ
Faschist,VAL,-0.8,NOUN
Verhängnis,VAL,-0.6,NOUN
Ermüdung,VAL,-0.4,NOUN
ermüden,VAL,-0.4,VERB
müde,VAL,-0.4,ADJ
Gunst,VAL,0.4,NOUN
begünstigen,VAL,0.4,VERB
bevorzugen,VAL,0.4,VERB
Bevorzugt,VAL,0.4,ADJ
Angst,VAL,-0.8,NOUN
furchtlos,VAL,0.4,ADJ
furchterregend,VAL,-0.4,ADJ
nerven,VAL,-0.6,VERB
schwächlich,VAL,-0.4,ADJ
Gefühl,VAL,0.2,NOUN
leidenschaftlich,VAL,0.4,ADJ
feurig,VAL,0.4,ADJ
festlich,VAL,0.4,ADJ
Fiasko,VAL,-0.6,NOUN
zappelig,VAL,-0.4,ADJ
fein,VAL,0.4,ADJ
Feuer,VAL,-0.4,NOUN
brennen,VAL,-0.4,VERB
feuern,VAL,-0.4,VERB
fit,VAL,0.2,ADJ
Tauglichkeit,VAL,0.2,NOUN
Flaggschiff,VAL,0.4,NOUN
fliehen,VAL,-0.2,VERB
Flop,VAL,-0.4,NOUN
Grippe,VAL,-0.4,NOUN
fokussieren,VAL,0.4,VERB
Vorliebe,VAL,0.4,NOUN
töricht,VAL,-0.4,ADJ
Zwangsvollstreckung,VAL,-0.4,NOUN
vergessen,VAL,-0.2,VERB
vergesslich,VAL,-0.4,ADJ
verzeihen,VAL,0.2,VERB
glücklich,VAL,0.4,ADJ
Betrüger,VAL,-0.8,NOUN
Betrügerei,VAL,-0.8,NOUN
frei,VAL,0.2,ADJ
Freiheit,VAL,0.4,NOUN
Raserei,VAL,-0.6,NOUN
frisch,VAL,0.2,ADJ
freundlich,VAL,0.4,ADJ
verspielen,VAL,0.4,VERB
stirnrunzelnd,VAL,-0.2,ADJ
frustriert,VAL,-0.4,ADJ
Frustration,VAL,-0.4,NOUN
ficken,VAL,-0.8,VERB
gefickt,VAL,-0.8,ADJ
Ficker,VAL,-0.8,NOUN
Wichser,VAL,-0.8,NOUN
Fickgesicht,VAL,-0.8,NOUN
Fickkopf,VAL,-0.8,NOUN
verarschen,VAL,-0.8,VERB
erfüllen,VAL,0.4,VERB
rauchen,VAL,-0.4,VERB
Spaß,VAL,0.8,NOUN
Beerdigung,VAL,-0.4,NOUN
witzig,VAL,0.4,ADJ
lustig,VAL,0.8,ADJ
sinnlos,VAL,-0.4,ADJ
knebeln,VAL,-0.4,VERB
gewinnen,VAL,0.4,VERB
galant,VAL,0.6,ADJ
Galanterie,VAL,0.6,NOUN
großzügig,VAL,0.4,ADJ
genial,VAL,0.6,ADJ
Geist,VAL,-0.2,NOUN
leichtsinnig,VAL,-0.4,ADJ
Geschenk,VAL,0.4,NOUN
froh,VAL,0.6,ADJ
glamourös,VAL,0.6,ADJ
vergnügen,VAL,0.6,VERB
glorreich,VAL,0.4,ADJ
ruhmreich,VAL,0.4,ADJ
mürrisch,VAL,-0.4,ADJ
Gott,VAL,0.2,NOUN
gottverdammt,VAL,-0.6,VERB
gottesfürchtig,VAL,0.8,ADJ
Güte,VAL,0.6,NOUN
Gnade,VAL,0.2,NOUN
gnädig,VAL,0.6,ADJ
großartig,VAL,0.6,ADJ
gewähren,VAL,0.2,VERB
währen,VAL,0.2,VERB
dankbar,VAL,0.6,ADJ
Befriedigung,VAL,0.4,NOUN
ernst,VAL,-0.4,ADJ
grau,VAL,-0.2,ADJ
gierig,VAL,-0.6,ADJ
grünwaschen,VAL,-0.6,VERB
Grünwäscher,VAL,-0.6,NOUN
Grünwäsche,VAL,-0.6,NOUN
grüßen,VAL,0.2,VERB
betrüben,VAL,-0.4,VERB
brutto,VAL,-0.4,ADJ
wachsen,VAL,0.2,VERB
Wachstum,VAL,0.4,NOUN
Garantie,VAL,0.2,NOUN
schuldig,VAL,-0.6,ADJ
Leichtgläubigkeit,VAL,-0.4,NOUN
leichtgläubig,VAL,-0.4,ADJ
Waffe,VAL,-0.2,NOUN
hacken,VAL,-0.2,VERB
Hagel,VAL,0.4,NOUN
hageln,VAL,0.4,VERB
unglücklich,VAL,-0.4,ADJ
Glück,VAL,0.6,NOUN
glücklich,VAL,0.6,ADJ
hart,VAL,-0.2,ADJ
Härte,VAL,-0.4,NOUN
abhärten,VAL,0.4,VERB
verletzen,VAL,-0.4,VERB
schädigen,VAL,-0.4,VERB
schädlich,VAL,-0.4,ADJ
schaden,VAL,-0.4,VERB
scharf,VAL,-0.4,ADJ
hassen,VAL,-0.6,VERB
gehasst,VAL,-0.6,ADJ
Hasser,VAL,-0.6,NOUN
verfolgen,VAL,-0.2,VERB
heimsuchen,VAL,-0.4,VERB
spuken,VAL,-0.2,VERB
gesund,VAL,0.4,ADJ
herzzerreißend,VAL,-0.6,ADJ
untröstlich,VAL,-0.6,ADJ
herzergreifend,VAL,0.6,ADJ
himmlisch,VAL,0.4,ADJ
schwermütig,VAL,-0.4,ADJ
Hölle,VAL,-0.8,NOUN
Hilfe,VAL,0.4,NOUN
hilfreich,VAL,0.4,ADJ
helfen,VAL,0.4,VERB
hilflos,VAL,-0.4,ADJ
Held,VAL,0.4,NOUN
heldenhaft,VAL,0.4,ADJ
zögern,VAL,-0.4,VERB
verstecken,VAL,-0.2,VERB
hervorheben,VAL,0.4,VERB
vergnüglich,VAL,0.4,ADJ
Schwindel,VAL,-0.4,NOUN
Heimweh,VAL,-0.4,NOUN
ehrlich,VAL,0.4,ADJ
Ehre,VAL,0.4,NOUN
ehren,VAL,0.4,VERB
ehrenvoll,VAL,0.4,ADJ
Hooliganismus,VAL,-0.4,NOUN
Hooligan,VAL,-0.4,NOUN
Hoffnung,VAL,0.4,NOUN
hoffnungsvoll,VAL,0.4,ADJ
hoffnungslos,VAL,-0.4,ADJ
Hoffnungslosigkeit,VAL,-0.4,NOUN
hoffen,VAL,0.4,VERB
entsetzlich,VAL,-0.6,ADJ
feindselig,VAL,-0.4,ADJ
Hausierer,VAL,-0.4,NOUN
Umarmung,VAL,0.4,NOUN
riesig,VAL,0.2,ADJ
demütigen,VAL,-0.6,VERB
Erniedrigung,VAL,-0.6,NOUN
humorvoll,VAL,0.4,ADJ
Hunger,VAL,-0.4,NOUN
Hurra,VAL,1.0,NOUN
heuchlerisch,VAL,-0.4,ADJ
Hysterie,VAL,-0.6,NOUN
hysterisch,VAL,-0.6,ADJ
idiotisch,VAL,-0.6,ADJ
Unwissenheit,VAL,-0.4,NOUN
unwissend,VAL,-0.4,ADJ
ignorieren,VAL,-0.2,VERB
krank,VAL,-0.4,ADJ
illegal,VAL,-0.6,ADJ
Analphabetismus,VAL,-0.4,NOUN
Krankheit,VAL,-0.4,NOUN
geistesgestört,VAL,-0.6,ADJ
geisteskrank,VAL,-0.6,ADJ
bewegungsunfähig,VAL,-0.2,ADJ
