wordStem,wordFunction,value,pos
Fremdenfeindlichkeit,VAL,-1.0,NOUN
Hässlichkeit,VAL,-1.0,NOUN
Beule,VAL,-0.7,NOUN
Wettrüsten,VAL,-1.0,NOUN
Männerhaß,VAL,-1.0,NOUN
gestehen,VAL,0.7,VERB
Kriegswirren,VAL,-1.0,NOUN
Flugerlaubnis,VAL,0.5,NOUN
Leidensdruck,VAL,-1.0,NOUN
Wiederaufbau,VAL,0.7,NOUN
äusserst,INT,2.0,ADJ
äußerst,INT,2.0,ADJ
aufwühlen,VAL,-1.0,VERB
Häuserkampf,VAL,-1.0,NOUN
Energie,VAL,1.0,NOUN
Genesung,VAL,1.0,NOUN
unterordnen,VAL,-0.7,VERB
rebellieren,VAL,-1.0,VERB
Weitsichtigkeit,VAL,0.7,NOUN
Unterjochung,VAL,-1.0,NOUN
dauern,VAL,-0.7,VERB
rumzetern,VAL,-1.0,VERB
Lobeshymne,VAL,1.0,NOUN
Bedenken,VAL,-0.5,NOUN
Fragilität,VAL,-0.7,NOUN
Ungebundenheit,VAL,0.7,NOUN
Empfehlen,VAL,0.5,NOUN
beseligen,VAL,1.0,VERB
zersetzen,VAL,-0.7,VERB
Reform,VAL,0.7,NOUN
Nacht-und-Nebel-Aktion,VAL,-0.5,NOUN
honorieren,VAL,0.7,VERB
Erstattungsanspruch,VAL,0.5,NOUN
Umweltzerstörung,VAL,-1.0,NOUN
Rückgangsquote,VAL,-0.5,NOUN
Gefälle,VAL,-0.5,NOUN
verklagen,VAL,-1.0,VERB
Lustlosigkeit,VAL,-1.0,NOUN
Schönheitsfehler,VAL,-0.5,NOUN
Blessur,VAL,-0.7,NOUN
rauslassen,VAL,0.5,VERB
Tamtam,VAL,0.5,NOUN
belobigen,VAL,0.7,VERB
aufzwingen,VAL,-1.0,VERB
Festigen,VAL,0.5,NOUN
abtöten,VAL,-0.7,VERB
Hornissenstich,VAL,-1.0,NOUN
zurückstecken,VAL,0.5,VERB
Unberechenbarkeit,VAL,-0.7,NOUN
auspowern,VAL,0.7,VERB
Mordfall,VAL,-1.0,NOUN
mogeln,VAL,-0.7,VERB
Kur,VAL,0.7,NOUN
faseln,VAL,-0.5,VERB
gewährleisten,VAL,0.7,VERB
Elan,VAL,1.0,NOUN
Abneigung,VAL,-0.7,NOUN
Stunk,VAL,-1.0,NOUN
Abrüstung,VAL,1.0,NOUN
reihern,VAL,-1.0,VERB
Beinschmerz,VAL,-1.0,NOUN
toben,VAL,-1.0,VERB
bescheinigen,VAL,0.5,VERB
Haltbarmachung,VAL,0.7,NOUN
Hochgenuß,VAL,1.0,NOUN
ironisieren,VAL,-0.7,VERB
Gemeinschaftssinn,VAL,0.7,NOUN
mehrheitlich,INT,0.5,ADJ
grölen,VAL,-1.0,VERB
versagen,VAL,-1.0,VERB
anblasen,VAL,-1.0,VERB
Gebrechen,VAL,-1.0,NOUN
Agitation,VAL,-0.7,NOUN
Katarrh,VAL,-1.0,NOUN
Kokainmißbrauch,VAL,-1.0,NOUN
inspirieren,VAL,1.0,VERB
kuschen,VAL,-1.0,VERB
Heilung,VAL,1.0,NOUN
Generalität,VAL,0.7,NOUN
Scheu,VAL,-1.0,NOUN
Lampenfieber,VAL,-0.5,NOUN
Beute,VAL,-1.0,NOUN
Redundanz,VAL,-0.5,NOUN
Verdammung,VAL,-1.0,NOUN
Heraufsetzen,VAL,0.5,NOUN
herabstufen,VAL,-0.5,VERB
Abbitte,VAL,0.7,NOUN
Willkür,VAL,-1.0,NOUN
nicht,SHI,0,ADV
Heilkraft,VAL,1.0,NOUN
Bußgeld,VAL,-1.0,NOUN
Abgebrühtheit,VAL,-1.0,NOUN
Vertrauensbruch,VAL,-1.0,NOUN
Aktenvernichtung,VAL,-1.0,NOUN
Ermutigung,VAL,1.0,NOUN
ausbrennen,VAL,-0.7,VERB
Androhung,VAL,-1.0,NOUN
Krankheit,VAL,-1.0,NOUN
Breitseite,VAL,-1.0,NOUN
Wahlfreiheit,VAL,1.0,NOUN
Gegengewalt,VAL,-1.0,NOUN
Ausfuhrverbot,VAL,-1.0,NOUN
auseinanderdriften,VAL,-0.7,VERB
Produktionssteigerung,VAL,0.7,NOUN
beglückwünschen,VAL,0.7,VERB
lähmen,VAL,-1.0,VERB
Gutherzigkeit,VAL,1.0,NOUN
avancieren,VAL,1.0,VERB
Tristesse,VAL,-1.0,NOUN
einlenken,VAL,0.7,VERB
drängen,VAL,-0.7,VERB
staunen,VAL,0.7,VERB
Qual,VAL,-1.0,NOUN
Knochenschwund,VAL,-1.0,NOUN
Attraktivität,VAL,1.0,NOUN
überarbeiten,VAL,-0.7,VERB
einbläuen,VAL,-0.5,VERB
Reha-Kur,VAL,0.7,NOUN
bezichtigen,VAL,-1.0,VERB
schocken,VAL,-1.0,VERB
Mißhandlung,VAL,-1.0,NOUN
gelobigen,VAL,0.7,VERB
attackieren,VAL,-1.0,VERB
ekeln,VAL,-1.0,VERB
Selbstentblößung,VAL,-1.0,NOUN
Lohnerhöhung,VAL,0.7,NOUN
Erschöpfung,VAL,-1.0,NOUN
verkneifen,VAL,-0.5,VERB
Krisenstimmung,VAL,-1.0,NOUN
Bauchschuss,VAL,-1.0,NOUN
Wochenendarrest,VAL,-1.0,NOUN
Drecksarbeit,VAL,-1.0,NOUN
Abrüstungsverhandlung,VAL,0.7,NOUN
Verärgerung,VAL,-0.7,NOUN
Offerte,VAL,0.7,NOUN
Freiheit,VAL,1.0,NOUN
überbelasten,VAL,-0.7,VERB
einnehmen,VAL,0.7,VERB
tyrannisieren,VAL,-1.0,VERB
Eruption,VAL,-1.0,NOUN
Kernexplosion,VAL,-1.0,NOUN
Ehrfurcht,VAL,1.0,NOUN
Blutung,VAL,-1.0,NOUN
zufriedenstellen,VAL,0.5,VERB
Kompliment,VAL,1.0,NOUN
Beschäftigungstherapie,VAL,-0.5,NOUN
Wechselfieber,VAL,-1.0,NOUN
Sisyphusarbeit,VAL,-0.5,NOUN
Hexenschuss,VAL,-1.0,NOUN
begünstigen,VAL,0.7,VERB
Artrose,VAL,-1.0,NOUN
Unmöglichkeit,VAL,-1.0,NOUN
Beugehaft,VAL,-1.0,NOUN
ausgrenzen,VAL,-1.0,VERB
verballhornen,VAL,-1.0,VERB
Treulosigkeit,VAL,-1.0,NOUN
vertrauenerweckend,VAL,1.0,ADJ
Gefühllosigkeit,VAL,-1.0,NOUN
Authentizität,VAL,0.7,NOUN
andeuten,VAL,-0.5,VERB
verteufeln,VAL,-1.0,VERB
Studienreise,VAL,0.5,NOUN
Erfindungsreichtum,VAL,0.7,NOUN
Bombardement,VAL,-1.0,NOUN
Bammel,VAL,-0.7,NOUN
Vorfreude,VAL,1.0,NOUN
Ernst,VAL,-0.7,NOUN
Burnout-Syndrom,VAL,-1.0,NOUN
Straßenschlacht,VAL,-1.0,NOUN
zusagen,VAL,0.7,VERB
Bestform,VAL,1.0,NOUN
sorgen,VAL,-1.0,VERB
Schnittstellenoptimierung,VAL,0.7,NOUN
Verjüngungskur,VAL,0.7,NOUN
Reformierung,VAL,0.7,NOUN
Konzertgenuss,VAL,0.7,NOUN
Turbulenz,VAL,-0.7,NOUN
Langweiligkeit,VAL,-0.7,NOUN
Schelte,VAL,-1.0,NOUN
reklamieren,VAL,-0.7,VERB
Leiden,VAL,-1.0,NOUN
Glaube,VAL,1.0,NOUN
Friede,VAL,1.0,NOUN
Arbeitsplatzabbau,VAL,-1.0,NOUN
bezähmen,VAL,0.7,VERB
befremden,VAL,-0.7,VERB
Unbeweglichkeit,VAL,-1.0,NOUN
Falschheit,VAL,-1.0,NOUN
abstoßen,VAL,-0.7,VERB
Gemeinheit,VAL,-1.0,NOUN
verheißen,VAL,0.7,VERB
überschnappen,VAL,-1.0,VERB
Eifersuchtsszene,VAL,-1.0,NOUN
vergessen,VAL,-0.7,VERB
Trauer,VAL,-1.0,NOUN
Lippenbekenntnis,VAL,-0.7,NOUN
Dauerkonflikt,VAL,-1.0,NOUN
vergewaltigen,VAL,-1.0,VERB
Zurschaustellung,VAL,-1.0,NOUN
Heroismus,VAL,0.7,NOUN
Genauigkeit,VAL,0.7,NOUN
ergötzen,VAL,0.7,VERB
Lieblingsbeschäftigung,VAL,1.0,NOUN
Ernährungskrankheit,VAL,-1.0,NOUN
Novelle,VAL,0.7,NOUN
Terroranschlag,VAL,-1.0,NOUN
Heimatliebe,VAL,0.7,NOUN
Ehrenrettung,VAL,1.0,NOUN
mißverstehen,VAL,-0.7,VERB
beeinträchtigt,VAL,-1.0,ADJ
beeinträchtigen,VAL,-1.0,VERB
Verschwiegenheit,VAL,0.5,NOUN
Leukämie,VAL,-1.0,NOUN
Ausschmückung,VAL,0.5,NOUN
Hinrichtung,VAL,-1.0,NOUN
Berufskrankheit,VAL,-0.7,NOUN
Black-out,VAL,-1.0,NOUN
vergraulen,VAL,-0.7,VERB
Überforderung,VAL,-0.7,NOUN
nutzen,VAL,0.5,VERB
höhnen,VAL,-1.0,VERB
wettmachen,VAL,0.7,VERB
Industriespionage,VAL,-1.0,NOUN
kujonieren,VAL,-1.0,VERB
Drogenentzug,VAL,0.7,NOUN
abwiegeln,VAL,-0.5,VERB
fremdgehen,VAL,-1.0,VERB
anpreisen,VAL,0.5,VERB
ackern,VAL,-0.5,VERB
einbilden,VAL,-0.5,VERB
Untat,VAL,-1.0,NOUN
grausen,VAL,-1.0,VERB
Wirtschaftswachstum,VAL,0.7,NOUN
Qualitätsverbesserung,VAL,0.5,NOUN
nölen,VAL,-1.0,VERB
albern,VAL,-0.5,VERB
Widerstandsfähigkeit,VAL,0.7,NOUN
anstrengen,VAL,-0.5,VERB
zufriedengeben,VAL,0.5,VERB
Ausweglosigkeit,VAL,-1.0,NOUN
enorm,INT,2.0,ADJ
Atomhandel,VAL,-1.0,NOUN
Beflissenheit,VAL,0.7,NOUN
reinhauen,VAL,-0.7,VERB
Friedenssicherung,VAL,1.0,NOUN
Wahrung,VAL,0.7,NOUN
Müdigkeit,VAL,-0.5,NOUN
Theatralik,VAL,-0.7,NOUN
Argwohn,VAL,-1.0,NOUN
Völkerfreundschaft,VAL,0.7,NOUN
grübeln,VAL,-0.7,VERB
Gradlinigkeit,VAL,1.0,NOUN
Unvorhersehbarkeit,VAL,-0.5,NOUN
Thrombose,VAL,-1.0,NOUN
Morphiumsucht,VAL,-1.0,NOUN
Konzession,VAL,0.7,NOUN
Destabilisieren,VAL,-1.0,NOUN
Einkommen,VAL,0.7,NOUN
vorenthalten,VAL,-0.5,VERB
Nepp,VAL,-1.0,NOUN
Pornografie,VAL,-1.0,NOUN
Partisanenkrieg,VAL,-1.0,NOUN
Stabilisierung,VAL,1.0,NOUN
Tabellenabstieg,VAL,-0.7,NOUN
Irrfahrt,VAL,-0.7,NOUN
schabernacken,VAL,-0.5,VERB
Schulreform,VAL,0.7,NOUN
deprimieren,VAL,-1.0,VERB
verarschen,VAL,-1.0,VERB
Allwissenheit,VAL,1.0,NOUN
befördern,VAL,0.7,VERB
Sorge,VAL,-1.0,NOUN
Heiratsantrag,VAL,0.7,NOUN
wegekeln,VAL,-1.0,VERB
Leistungssteigerung,VAL,1.0,NOUN
Inbrunst,VAL,1.0,NOUN
Familienkrach,VAL,-1.0,NOUN
Kultivierung,VAL,0.7,NOUN
Reformprogramm,VAL,0.7,NOUN
Ergotherapie,VAL,0.7,NOUN
Heroinmissbrauch,VAL,-1.0,NOUN
entsagen,VAL,0.7,VERB
Zurechtweisung,VAL,-1.0,NOUN
anspornen,VAL,1.0,VERB
verwerfen,VAL,-0.7,VERB
Verstimmung,VAL,-0.5,NOUN
Wehwehchen,VAL,-0.5,NOUN
ausmachen,VAL,0.7,VERB
Fernbleiben,VAL,-0.7,NOUN
Urvertrauen,VAL,1.0,NOUN
Unabhängigkeitskrieg,VAL,-1.0,NOUN
heimsuchen,VAL,-0.7,VERB
trainieren,VAL,0.7,VERB
Rachgier,VAL,-1.0,NOUN
Wahrheit,VAL,1.0,NOUN
vergießen,VAL,-1.0,VERB
Vollrausch,VAL,-1.0,NOUN
schmollen,VAL,-0.5,VERB
Bockigkeit,VAL,-1.0,NOUN
zicken,VAL,-1.0,VERB
Verdammnis,VAL,-1.0,NOUN
verstören,VAL,-1.0,VERB
Ungerechtigkeit,VAL,-1.0,NOUN
fremdeln,VAL,-0.7,VERB
vollspucken,VAL,-1.0,VERB
Hokuspokus,VAL,-0.5,NOUN
erliegen,VAL,-1.0,VERB
anrühren,VAL,0.5,VERB
verblüffen,VAL,1.0,VERB
Giftgasattentat,VAL,-1.0,NOUN
Schludrigkeit,VAL,-0.7,NOUN
Aktualisierung,VAL,0.5,NOUN
vertauschen,VAL,-0.5,VERB
irresein,VAL,-1.0,VERB
Gerechtigkeitsgefühl,VAL,1.0,NOUN
verarmen,VAL,-1.0,VERB
Sicherung,VAL,0.7,NOUN
trauen,VAL,0.7,VERB
suggerieren,VAL,-0.7,VERB
Entzugserscheinungen,VAL,-1.0,NOUN
veröden,VAL,-1.0,VERB
Dekoration,VAL,0.7,NOUN
Technologiefreundlichkeit,VAL,1.0,NOUN
Edelmut,VAL,1.0,NOUN
versterben,VAL,-1.0,VERB
Unverfrorenheit,VAL,-1.0,NOUN
Schlechtigkeit,VAL,-1.0,NOUN
Eiweißallergie,VAL,-1.0,NOUN
Ausstrahlung,VAL,0.7,NOUN
Heiterkeit,VAL,1.0,NOUN
erholen,VAL,0.7,VERB
Ungewißheit,VAL,-1.0,NOUN
Vorsorgekur,VAL,0.7,NOUN
Zweifelhaftigkeit,VAL,-0.7,NOUN
Obszönität,VAL,-1.0,NOUN
Lebhaftigkeit,VAL,0.7,NOUN
fernhalten,VAL,-1.0,VERB
bewahrheiten,VAL,0.7,VERB
Verbitterung,VAL,-1.0,NOUN
vorschützen,VAL,-0.5,VERB
Bombendrohung,VAL,-1.0,NOUN
Arbeitssicherheit,VAL,0.7,NOUN
Alkoholgenuss,VAL,-0.7,NOUN
Rechtssicherheit,VAL,1.0,NOUN
Rangelei,VAL,-0.7,NOUN
Weinerlichkeit,VAL,-0.7,NOUN
Stress,VAL,-0.7,NOUN
Streß,VAL,-0.7,NOUN
Streit,VAL,-1.0,NOUN
heucheln,VAL,-1.0,VERB
beschwören,VAL,0.7,VERB
schleifen,VAL,-0.7,VERB
Krampfanfall,VAL,-1.0,NOUN
verurteilen,VAL,-1.0,VERB
durchziehen,VAL,0.7,VERB
anfechten,VAL,-1.0,VERB
Psychose,VAL,-1.0,NOUN
lachen,VAL,1.0,VERB
gewährleisten,VAL,0.5,VERB
Instandsetzung,VAL,0.5,NOUN
verpfeifen,VAL,-1.0,VERB
beklatschen,VAL,1.0,VERB
Brandschatzung,VAL,-1.0,NOUN
Funktionstüchtigkeit,VAL,0.7,NOUN
Verbrennung,VAL,-0.7,NOUN
Zuspitzung,VAL,-0.5,NOUN
schrecken,VAL,-0.7,VERB
flehen,VAL,-0.7,VERB
Destruktion,VAL,-1.0,NOUN
Vorliebe,VAL,1.0,NOUN
entsetzen,VAL,-1.0,VERB
Gestaltungskraft,VAL,0.7,NOUN
Kopfweh,VAL,-1.0,NOUN
Vortritt,VAL,0.5,NOUN
Apathie,VAL,-1.0,NOUN
Koffeinmissbrauch,VAL,-1.0,NOUN
Überaktivität,VAL,-0.7,NOUN
Kopfschuss,VAL,-1.0,NOUN
Neutralität,VAL,1.0,NOUN
Geborgenheit,VAL,1.0,NOUN
Feingefühl,VAL,1.0,NOUN
Haftstrafe,VAL,-1.0,NOUN
resignieren,VAL,-1.0,VERB
pochen,VAL,-0.7,VERB
aktivieren,VAL,0.5,VERB
Geselligkeit,VAL,0.7,NOUN
abwerben,VAL,-0.7,VERB
Nikotinsucht,VAL,-1.0,NOUN
Hauptsorge,VAL,-1.0,NOUN
Ermüdung,VAL,-1.0,NOUN
Untugend,VAL,-1.0,NOUN
Entbehrung,VAL,-0.5,NOUN
übelnehmen,VAL,-1.0,VERB
Todesrate,VAL,-1.0,NOUN
angreifen,VAL,-1.0,VERB
Kleinmut,VAL,-1.0,NOUN
erweisen,VAL,0.7,VERB
quetschen,VAL,-0.7,VERB
drängeln,VAL,-0.7,VERB
verschlechtern,VAL,-0.7,VERB
Wesensverwandtschaft,VAL,0.5,NOUN
Frust,VAL,-1.0,NOUN
Indoktrination,VAL,-0.7,NOUN
vertrösten,VAL,-0.5,VERB
Ekel_erregend,VAL,-1.0,ADJ
Ausnahmezustand,VAL,-1.0,NOUN
Staatsgewalt,VAL,0.7,NOUN
Geldgier,VAL,-1.0,NOUN
Undankbarkeit,VAL,-0.7,NOUN
Verlegenheit,VAL,-0.7,NOUN
Zähigkeit,VAL,0.5,NOUN
abbrummen,VAL,-1.0,VERB
beschönigen,VAL,-1.0,VERB
schlechtmachen,VAL,-1.0,VERB
Aufwartung,VAL,0.7,NOUN
Bewilligung,VAL,0.5,NOUN
Einfühlungsvermögen,VAL,0.7,NOUN
Abholzung,VAL,-1.0,NOUN
Religionskrieg,VAL,-1.0,NOUN
entwirren,VAL,0.7,VERB
Entkriminalisierung,VAL,1.0,NOUN
Vergeltung,VAL,-1.0,NOUN
Zuckerkrankheit,VAL,-1.0,NOUN
Dankbarkeit,VAL,1.0,NOUN
verelenden,VAL,-1.0,VERB
Reinhaltung,VAL,0.7,NOUN
Gesundung,VAL,1.0,NOUN
Dauerstreit,VAL,-1.0,NOUN
Emanzipation,VAL,1.0,NOUN
Verunsichern,VAL,-0.7,NOUN
akklimatisieren,VAL,0.5,VERB
Enttäuschung,VAL,-1.0,NOUN
mucken,VAL,-1.0,VERB
Kontaktschwierigkeiten,VAL,-0.7,NOUN
Ödheit,VAL,-1.0,NOUN
Hyperaktivität,VAL,-1.0,NOUN
einklemmen,VAL,-0.7,VERB
Beherrschen,VAL,-0.7,NOUN
Handelfmeter,VAL,-0.7,NOUN
erbeben,VAL,-1.0,VERB
Verzweiflungshandlung,VAL,-1.0,NOUN
schmachten,VAL,-1.0,VERB
Bedürftigkeit,VAL,-1.0,NOUN
Teilnahmslosigkeit,VAL,-0.7,NOUN
Schlüsselstellung,VAL,0.7,NOUN
hoffen,VAL,1.0,VERB
Bissigkeit,VAL,-1.0,NOUN
feuern,VAL,-1.0,VERB
motivieren,VAL,1.0,VERB
Währungsreform,VAL,0.7,NOUN
Perfektionierung,VAL,1.0,NOUN
Leibeigenschaft,VAL,-1.0,NOUN
Kinogenuß,VAL,0.5,NOUN
vorbeugen,VAL,0.7,VERB
Primitivität,VAL,-1.0,NOUN
Unglücksursache,VAL,-1.0,NOUN
Putsch,VAL,-1.0,NOUN
Fremdenhass,VAL,-1.0,NOUN
absegnen,VAL,0.5,VERB
Abriss,VAL,-1.0,NOUN
Massage,VAL,0.5,NOUN
vegetieren,VAL,-1.0,VERB
Lungendurchschuß,VAL,-1.0,NOUN
Widerspenstigkeit,VAL,-0.7,NOUN
Auflehnung,VAL,-0.7,NOUN
überschätzen,VAL,-0.7,VERB
Polyp,VAL,-1.0,NOUN
Frauenhass,VAL,-1.0,NOUN
abrechnen,VAL,-1.0,VERB
Kinderfeindlichkeit,VAL,-1.0,NOUN
anordnen,VAL,-0.7,VERB
Hepatitis,VAL,-1.0,NOUN
abbüßen,VAL,-1.0,VERB
Mißvergnügen,VAL,-1.0,NOUN
ausharren,VAL,-0.5,VERB
tiefbewegt,VAL,1.0,ADJ
Menschenrecht,VAL,1.0,NOUN
steuern,VAL,0.5,VERB
hinterfragen,VAL,-0.5,VERB
Verhöhnung,VAL,-1.0,NOUN
meckern,VAL,-0.7,VERB
Purismus,VAL,0.7,NOUN
Gerechtigkeitssinn,VAL,1.0,NOUN
quengeln,VAL,-0.7,VERB
nerven,VAL,-1.0,VERB
feilhalten,VAL,0.5,VERB
zerschrammen,VAL,-0.7,VERB
Verantwortungsgefühl,VAL,1.0,NOUN
Rehabilitationsprogramm,VAL,0.7,NOUN
Gewogenheit,VAL,1.0,NOUN
Erwerbsunfähigkeit,VAL,-0.7,NOUN
Heraufsetzung,VAL,0.7,NOUN
bestehen,VAL,0.7,VERB
Respekt,VAL,1.0,NOUN
Koketterie,VAL,-0.7,NOUN
Eifersüchtelei,VAL,-0.5,NOUN
Goldschatz,VAL,1.0,NOUN
Affront,VAL,-1.0,NOUN
Hoffnungslosigkeit,VAL,-1.0,NOUN
Unabsichtlichkeit,VAL,0.5,NOUN
Sachbeschädigung,VAL,-1.0,NOUN
adeln,VAL,0.7,VERB
Gegensätzlichkeit,VAL,-0.5,NOUN
Raub,VAL,-1.0,NOUN
Schande,VAL,-1.0,NOUN
anflunkern,VAL,-0.7,VERB
Fehlhandlung,VAL,-0.7,NOUN
liebäugeln,VAL,0.5,VERB
Schwellung,VAL,-0.7,NOUN
Mißfallen,VAL,-1.0,NOUN
desavouieren,VAL,-1.0,VERB
Geschlossenheit,VAL,0.5,NOUN
Verantwortungslosigkeit,VAL,-1.0,NOUN
Freude,VAL,1.0,NOUN
krummnehmen,VAL,-0.7,VERB
bedauern,VAL,-0.7,VERB
Arthritis,VAL,-1.0,NOUN
Selbsttäuschung,VAL,-1.0,NOUN
Hemmung,VAL,-0.7,NOUN
Courage,VAL,1.0,NOUN
Überempfindlichkeit,VAL,-0.7,NOUN
überdehnen,VAL,-0.5,VERB
Niedergeschlagenheit,VAL,-1.0,NOUN
Sprachbehinderung,VAL,-1.0,NOUN
Eigentumsdelikt,VAL,-1.0,NOUN
Blutkrebs,VAL,-1.0,NOUN
Übermacht,VAL,-1.0,NOUN
Zinserhöhung,VAL,0.7,NOUN
Umsatzsteigerung,VAL,0.5,NOUN
bemühen,VAL,0.7,VERB
Gewehrschuss,VAL,-1.0,NOUN
Reibereien,VAL,-0.7,NOUN
vorwerfen,VAL,-1.0,VERB
Reinverlust,VAL,-1.0,NOUN
Weinkrampf,VAL,-1.0,NOUN
Fastenkur,VAL,0.5,NOUN
Vorbildfunktion,VAL,1.0,NOUN
Kratzer,VAL,-0.5,NOUN
Gewaltakt,VAL,-1.0,NOUN
mauscheln,VAL,-0.7,VERB
Einzelhaft,VAL,-1.0,NOUN
Depressivität,VAL,-1.0,NOUN
überschreiten,VAL,-0.7,VERB
untertreiben,VAL,-0.5,VERB
Desillusionierung,VAL,-1.0,NOUN
Schummelei,VAL,-0.7,NOUN
brillieren,VAL,1.0,VERB
ausrasten,VAL,-1.0,VERB
Lesevergnügen,VAL,0.7,NOUN
ignorieren,VAL,-0.7,VERB
ahnden,VAL,-1.0,VERB
Verhandlungsspielraum,VAL,0.5,NOUN
Ekel,VAL,-1.0,NOUN
Blattern,VAL,-1.0,NOUN
Gehirnwäsche,VAL,-1.0,NOUN
schonen,VAL,0.5,VERB
Gemetzel,VAL,-1.0,NOUN
Konfrontationstherapie,VAL,0.7,NOUN
Freiraum,VAL,0.7,NOUN
Bedenklichkeit,VAL,-1.0,NOUN
scheiden,VAL,-0.7,VERB
opfern,VAL,0.5,VERB
Interessenkonflikt,VAL,-0.5,NOUN
mißgönnen,VAL,-0.7,VERB
Uninteressiertheit,VAL,-1.0,NOUN
Leberkrebs,VAL,-1.0,NOUN
verwahrlosen,VAL,-1.0,VERB
Tatendurst,VAL,1.0,NOUN
Trägheit,VAL,-0.5,NOUN
Abschürfung,VAL,-0.7,NOUN
Kundenfreundlichkeit,VAL,1.0,NOUN
verlorengegangen,VAL,-1.0,ADJ
hinwegtäuschen,VAL,-1.0,VERB
Fähigkeit,VAL,1.0,NOUN
richtigstellen,VAL,0.7,VERB
klatschen,VAL,-0.5,VERB
empfehlen,VAL,0.7,VERB
Verfestigung,VAL,0.5,NOUN
umstimmen,VAL,0.5,VERB
Spinnenphobie,VAL,-1.0,NOUN
Körperproblem,VAL,-1.0,NOUN
Delikt,VAL,-1.0,NOUN
Geschwulst,VAL,-1.0,NOUN
Häßlichkeit,VAL,-1.0,NOUN
aushöhlen,VAL,-0.7,VERB
glorifizieren,VAL,-0.7,VERB
Arbeitstauglichkeit,VAL,1.0,NOUN
Seelenheil,VAL,0.7,NOUN
Hühnerauge,VAL,-0.5,NOUN
Organisationsreform,VAL,0.7,NOUN
manisch,VAL,-1.0,ADJ
Depression,VAL,-1.0,NOUN
justifizieren,VAL,0.5,VERB
bespucken,VAL,-1.0,VERB
Einseitigkeit,VAL,-0.7,NOUN
Mindeststrafe,VAL,-1.0,NOUN
idealisieren,VAL,-0.5,VERB
Preiserhöhung,VAL,-0.7,NOUN
Tetanus,VAL,-1.0,NOUN
missverstehen,VAL,-0.7,VERB
Erhaltung,VAL,0.7,NOUN
Spontaneität,VAL,1.0,NOUN
Altruismus,VAL,1.0,NOUN
Inhaftnahme,VAL,-0.7,NOUN
